port,service,description
5012,onpsocket,Overlay Network Protocol
5013,,Reserved
5014,zenginkyo-1,zenginkyo-1
5015,zenginkyo-2,zenginkyo-2
5020,mice,mice server
5021,htuilsrv,Htuil Server for PLD2
5022,scpi-telnet,SCPI-TELNET
5023,scpi-raw,SCPI-RAW
5024,strexec-d,Storix I/O daemon (data)
5025,strexec-s,Storix I/O daemon (stat)
5026,,Reserved
5027,infobright,Infobright Database Server
5028,surfpass,SurfPass
5029,dmp,Direct Message Protocol
5030,,Reserved
5031,,Reserved
5032,,Reserved
5033,asnaacceler8db,asnaacceler8db
5034,swxadmin,ShopWorX Administration
5042,lxi-evntsvc,LXI Event Service
5043,,Reserved
5044,vpm-udp,Vishay PM UDP Service
5045,iscape,iSCAPE Data Broadcasting
5046,,Reserved
5047,ivocalize,iVocalize Web Conference
5048,mmcc,multimedia conference control tool
5049,ita-agent,ITA Agent
5050,ita-manager,ITA Manager
5051,rlm-disc,RLM Discovery Server
5052,,Reserved
5053,unot,UNOT
5054,intecom-ps1,Intecom Pointspan 1
5055,intecom-ps2,Intecom Pointspan 2
5056,locus-disc,Locus Discovery
5057,sds,SIP Directory Services
5058,sip,SIP
5059,sips,SIP-TLS
5060,na-localise,Localisation access
5061,,Reserved
5062,ca-1,Channel Access 1
5063,ca-2,Channel Access 2
5064,stanag-5066,STANAG-5066-SUBNET-INTF
5065,authentx,Authentx Service
5066,,Reserved
5067,i-net-2000-npr,I/Net 2000-NPR
5068,vtsas,VersaTrans Server Agent Service
5069,powerschool,PowerSchool
5070,ayiya,Anything In Anything
5071,tag-pm,Advantage Group Port Mgr
5072,alesquery,ALES Query
5073,,Reserved
5074,,Reserved
5075,cp-spxrpts,Cambridge Pixel SPx Reports
5078,onscreen,OnScreen Data Collection Service
5079,sdl-ets,SDL - Ent Trans Server
5080,qcp,Qpur Communication Protocol
5081,qfp,Qpur File Protocol
5082,llrp,EPCglobal Low-Level Reader Protocol
5083,encrypted-llrp,EPCglobal Encrypted LLRP
5084,,Reserved
5085,,Reserved
5086,car,Candidate AR
5087,cxtp,Context Transfer Protocol
5090,magpie,Magpie Binary
5091,sentinel-lm,Sentinel LM
5092,hart-ip,HART-IP
5093,sentlm-srv2srv,SentLM Srv2Srv
5094,socalia,Socalia service mux
5099,talarian-udp,Talarian_UDP
5100,oms-nonsecure,Oracle OMS non-secure
5101,,Reserved
5102,tinymessage,TinyMessage
5103,hughes-ap,Hughes Association Protocol
5104,,Reserved
5105,,Reserved
5106,taep-as-svc,TAEP AS service
5107,pm-cmdsvr,PeerMe Msg Cmd Service
5111,,Reserved
5112,,Reserved
5114,emb-proj-cmd,EPSON Projecter Image Transfer
5115,,Reserved
5116,barracuda-bbs,Barracuda Backup Protocol
5117,nbt-pc,Policy Commander
5120,,Reserved
5133,,Reserved
5134,minotaur-sa,Minotaur SA
5135,ctsd,MyCTS server port
5136,rmonitor_secure,RMONITOR SECURE
5137,,Reserved
5145,atmp,Ascend Tunnel Management Protocol
5146,esri_sde,ESRI SDE Remote Start
5150,sde-discovery,ESRI SDE Instance Discovery
5151,,Reserved
5152,bzflag,BZFlag game server
5153,asctrl-agent,Oracle asControl Agent
5154,,Reserved
5155,,Reserved
5156,,Reserved
5157,,Reserved
5161,,Reserved
5162,vpa-disc,Virtual Protocol Adapter Discovery
5163,ife_icorp,ife_1corp
5164,winpcs,WinPCS Service Connection
5165,scte104,SCTE104 Connection
5166,scte30,SCTE30 Connection
5167,,Reserved
5168,aol,America-Online
5172,aol-1,AmericaOnline1
5190,aol-2,AmericaOnline2
5191,aol-3,AmericaOnline3
5192,,Reserved
5193,,Reserved
5194,,Reserved
5195,,Reserved
5196,targus-getdata,TARGUS GetData
5197,targus-getdata1,TARGUS GetData 1
5200,targus-getdata2,TARGUS GetData 2
5201,targus-getdata3,TARGUS GetData 3
5202,,Reserved
5203,noteza,NOTEZA Data Safety Service
5209,,Reserved
5215,,Reserved
5221,hpvirtgrp,HP Virtual Machine Group Management
5222,hpvirtctrl,HP Virtual Machine Console Operations
5223,hp-server,HP Server
5224,hp-status,HP Status
5225,perfd,HP System Performance Metric Service
5226,,Reserved
5227,,Reserved
5228,,Reserved
5229,,Reserved
5230,,Reserved
5231,,Reserved
5232,eenet,EEnet communications
5233,galaxy-network,Galaxy Network Service
5234,padl2sim,
5235,mnet-discovery,m-net discovery
5236,downtools-disc,DownTools Discovery Protocol
5237,capwap-control,CAPWAP Control Protocol
5245,capwap-data,CAPWAP Data Protocol
5246,caacws,CA Access Control Web Service
5247,caaclang2,CA AC Lang Service
5248,soagateway,soaGateway
5249,caevms,CA eTrust VM Service
5250,movaz-ssc,Movaz SSC
5251,,Reserved
5252,,Reserved
5253,3com-njack-1,3Com Network Jack Port 1
5254,3com-njack-2,3Com Network Jack Port 2
5264,,Reserved
5265,cartographerxmp,Cartographer XMP
5269,cuelink-disc,StageSoft CueLink discovery
5270,pk,PK
5271,,Reserved
5272,,Reserved
5280,transmit-port,Marimba Transmitter Port
5281,presence,XMPP Link-Local Messaging
5282,nlg-data,NLG Data Service
5298,hacl-hb,HA cluster heartbeat
5299,hacl-gs,HA cluster general services
5300,hacl-cfg,HA cluster configuration
5301,hacl-probe,HA cluster probing
5302,hacl-local,HA Cluster Commands
5303,hacl-test,HA Cluster Test
5304,sun-mc-grp,Sun MC Group
5305,sco-aip,SCO AIP
5306,cfengine,CFengine
5307,jprinter,J Printer
5308,outlaws,Outlaws
5309,permabit-cs,Permabit Client-Server
5310,rrdp,Real-time & Reliable Data
5312,opalis-rbt-ipc,opalis-rbt-ipc
5313,hacl-poll,HA Cluster UDP Polling
5314,hpbladems,HPBladeSystem Monitor Service
5315,,Reserved
5316,,Reserved
5317,,Reserved
5318,,Reserved
5320,kfserver,Sculptor Database Server
5321,xkotodrcp,xkoto DRCP
5343,stun-behaviors,Reserved for a future enhancement of STUN-BEHAVIOR
5344,pcp-multicast,Port Control Protocol Multicast
5349,pcp,Port Control Protocol
5350,dns-llq,DNS Long-Lived Queries
5351,mdns,Multicast DNS
5352,mdnsresponder,Multicast DNS Responder IPC
5353,llmnr,LLMNR
5354,ms-smlbiz,Microsoft Small Business
5355,wsdapi,Web Services for Devices
5356,wsdapi-s,WS for Devices Secured
5357,ms-alerter,Microsoft Alerter
5358,ms-sideshow,Protocol for Windows SideShow
5359,ms-s-sideshow,Secure Protocol for Windows SideShow
5360,serverwsd2,Microsoft Windows Server WSD2 Service
5361,net-projection,Windows Network Projection
5362,,Reserved
5363,stresstester,StressTester(tm) Injector
5364,elektron-admin,Elektron Administration
5397,securitychase,SecurityChase
5398,excerpt,Excerpt Search
5399,excerpts,Excerpt Search Secure
5400,mftp,OmniCast MFTP
5401,hpoms-ci-lstn,HPOMS-CI-LSTN
5402,hpoms-dps-lstn,HPOMS-DPS-LSTN
5403,netsupport,NetSupport
5404,systemics-sox,Systemics Sox
5405,foresyte-clear,Foresyte-Clear
5406,foresyte-sec,Foresyte-Sec
5407,salient-dtasrv,Salient Data Server
5408,salient-usrmgr,Salient User Manager
5409,actnet,ActNet
5410,continuus,Continuus
5411,wwiotalk,WWIOTALK
5412,statusd,StatusD
5413,ns-server,NS Server
5414,sns-gateway,SNS Gateway
5415,sns-agent,SNS Agent
5416,mcntp,MCNTP
5417,dj-ice,DJ-ICE
5418,cylink-c,Cylink-C
5419,netsupport2,Net Support 2
5420,salient-mux,Salient MUX
5421,virtualuser,VIRTUALUSER
5422,beyond-remote,Beyond Remote
5423,br-channel,Beyond Remote Command Channel
5424,devbasic,DEVBASIC
5425,sco-peer-tta,SCO-PEER-TTA
5426,telaconsole,TELACONSOLE
5427,base,Billing and Accounting System Exchange
5428,radec-corp,RADEC CORP
5429,park-agent,PARK AGENT
5430,postgresql,PostgreSQL Database
5431,pyrrho,Pyrrho DBMS
5432,sgi-arrayd,SGI Array Services Daemon
5433,sceanics,SCEANICS situation and action notification
5434,pmip6-cntl,pmip6-cntl
5435,pmip6-data,pmip6-data
5436,spss,Pearson HTTPS
5437,smbdirect,Server Message Block over Remote Direct Memory Access
5443,tiepie-disc,TiePie engineering data acquisition (discovery)
